40	do your parents, grandparents, siblings, or children have any health issues
10	how would you describe the pain
8	is there anything else you are concerned about today
77	do you have any siblings
0	it's good to see you too. did you find the clinic ok
122	do you urinate more often
22	so a constant pain
10	how would you describe the pain
77	do you have any siblings
60	could you tell me more about the back pain
6	ok, anything else otc youre taking
10	can you describe the back pain
18	i am going to ask you some specific questions about your back pain and obtain your medical history. is there anything else you would like to discuss
74	do you have any allergies
28	what are you most worried about when it comes to this injury
10	what does it feel likke
50	do you smoke
38	i am sorry to hear that
183	is your back pain on only on side
2	okay, that's okay, can you tell me a little bit more about how you got the back pain/
0	hello mr. wilkins, what brings you in today
10	how would you describe the pain
66	i'm sorry to hear that. how has this affected you and your family
103	where you doing anything specific when you noticed the back pain
47	do you exercise
76	are your parents still with us
29	alright, so i think i have all the information i need abotu your back pain, can we talk a little bit about your past medical history
60	can you tell me more about the pain
34	ok. are you taking any medications
40	are you parents healthy
307	so you were helping you buddy move and your back has been hurting since then
198	does it take better when you take medicine
3	has anything made the pain worse
74	do you have any allergies
79	is it stressful being a business owner
111	do you enjoy your work
101	hello mr. wilkins, my name is terese and i'm the medical student who'll be working with you today.
301	was it a quick onset, or did it occur after
208	do you know their cause of death
59	do you work frequently
9	is your back pain affecting any other body parts, such as your back or hips or legs
4	do you find enjoyment in your work
10	can you describe your pain
107	i'd like to summarize you back pain just to make sure i've understood it correctly
91	are you married
60	can you tell me more about your back pain
64	hello mr. wilkins, my name is rachel, i'll be taking some of your information today. are you comfortable talking here
162	does back pain run in your family
79	wow thats great. is it stressful being a business owner
247	that's it for my questions.
222	how old are they
31	have you every had a surgery
207	social history
45	how do you spend your free time
0	hello mr. wilkins, what brings you in today
49	any illegal substance use
60	please tell me more
64	are you comfortable right now
74	do you have any allergies
78	ok. any children
267	how has this effected your work
32	any prior hospitalizations
116	is there a time of day when it hurts more
20	i am going to ask you more doctor directed questions
205	did you have any trouble finding the office today
55	can you please state your full name and date of birth
74	any allergies
130	ok, we've talked about your current pain, thank you for being so helpful and open.
195	does this pain vary in intensity
182	what else is going on in your life
48	any alcohol use
0	what brings you in today
184	has this been frustrating you
79	ok.  and i know you're an auto mechanic, do you have a lot of stress at work
75	ok. do you know if your family has a history of cancer
240	do you have blood in your urine?'
351	when do you have to urinate more frequently
49	do you use any other drugs besides ibuprofen
16	i'm going to speak with the physician so we can figure out what to do about your back pain.
234	okay. thanks. i'll present to the attending and will be back shortly with him to discuss further and perform some physical exams.
30	i'm sorry to hear that. have you ever had back pain before
190	how has your back pain affected your friends and family
0	what brings you in to see me today
172	so you have been feeling the need to urinate more frequently before your back injury occurred
30	okay so let's talk about your past medical history. have you ever had back pain before
4	what do you do for a living
167	ok, we'll definitely talk about that as well.
240	is there a change int he color of your urine
226	are your grandparents still with us
6	what other medications do you take
202	are you in a relationship
75	have your parents ever been hospitalized
116	is the pain worse at different times of day
10	so can you tell me a little bit more about this back pain
91	have you been married before
53	sure, absolutely. do you feel safe at home and in your neighborhood
1	what area of your back
190	do you have someone to talk
39	are you experiencing any financial problems because of it
0	good to see you too. what brings you in today
117	how often do you frequently urinate
1	what on your back is the pain coming from
119	tell me about your diet
1	where is it located
38	oh, i'm sorry to hear that!
76	are your parents still living
15	i am tyler west and am a medical student and am a part of your care team.
168	how has the frequent urination been affecting you
14	hi mr. wilkins
53	do you feel safe in yoru home
5	does anything make the pain feel worse or better
202	are you in a relatoinship
136	have you tried ice
31	have you ever had any surgical procedures
20	okay thank you. i'm going to ask some more questions about your medical history okay
11	d
5	has anything made the pain better
4	what is your job
2	how long ago was this
3	does anything make the pain worse or better
28	interesting. before we talk about that, is there anything else that concerns you about your health
86	what does it feel like when you urinate
13	hi mr. wilkins! how are you doing today
95	are your partners men, women, or both
8	are you having any other symptoms
8	are there any other concerns today
2	how long ago was this
190	do you have a support system
39	any major illnesses
32	what brings you to the hospital today
4	what do you do for work
24	if you had to rate the pain on a scale of 1-10, with 10 being the worst pain you have ever felt, what does this rate
31	have you had any surgeries
162	has anyone in your family had a history of back pain
13	and how does the ibuprophen make you feel
4	what do you do for work
93	how many lifetime partners
13	how has this all made you feel
49	okay, and just a reminder that everything you say here is confidential. do you use drugs
8	okay, is there anything else mr wilkins
60	okay, tell me more about the back pain.
2	when did this start
48	do you use tobacco, alcohol, or illicit drugs
49	do you do any drugs
28	what are you most concerned about when it comes to your back pain
66	that sounds frustrating, how has this pain been affecting your life
103	can you tell me some more about that
192	how is your mood overall
109	do you have high blood pressure
271	how much have you been taking
148	have you had to miss many days off of work
190	do you have friends or family members to support you if you need help
76	are your parents still alive
53	do you feel safe generally
98	how is the health of your mom's parents
126	is your back sore to the touch
10	could you describe the pain
160	have you taken any medication to alleviate the pain
49	do you use illegal drugs
227	what was your grandparents cause of death
75	do any of your grandparents, parents, or siblings have or have had any illnesses
151	okay
348	do you have any stds
35	do you have any prescriptions or over the counter medications
151	yes, we will see what we can do to help with that. we will have about 20 minutes together today. we wil talk about your back pain and then go vover some basic information for your medical record. ok
10	okay can you tell me about your back pain
0	tell me what brings you in today
340	who prescribed the medications to you
48	do you drink
190	do you have friends
49	do you use any recreational drugs
183	is the pain only in one location
167	great, i am kevin titus, a medical student working with dr. c. i'm here to talk to you about your health concerns and history.
141	is there any activity that makes the pain worse
248	is this recent
1	where in your lower back
49	do you use any other drugs
8	okay is there anything else you would like to talk about today
60	alright! please tell me more about the back pain.
148	oh, that must be very difficult if you aren't able to work at all
2	how long ago did it start hurting
77	ok. how about brothers or sisters
5	do you do anything to relieve your pain
8	anything else
11	does it radiate anywhere else
16	yes, it is. but should be plenty of time for me to help you
1	where is the pain
45	what do you do for fun
142	any other chronic diseases
33	are your immunizations up to date
89	can you tell me how long this has happened
50	do you smoke
288	did you graduate high school
94	did you use protection
36	how often do you visit the doctors
257	that is definitely a form of exercise. do you consume any caffeine drinks
241	has your thrist or appeptite changed
3	first, can you tell me what during the day makes your back pain worse
31	have you had any surgeries
117	how often do you have to urinate
1	where is your pain
5	does anything relieve your back pain
236	how do you feel about your pain, and about not being able to work
3	does anything make it worse
202	are you in a relationship
43	that sounds nice.
19	it is very good to meet you i am star smith a medical student
146	how many alcoholic drinks do you have per week
3	does anything make it better or worse
107	i see. thank you so much for telling me about your back pain, mr. wilkins. let me summarize here. the pain started four to five days ago when you lifted your buddy's couch. the pain is in your lower back, and it's a squeezing pain. it doesn't radiate any where else, and you've tried ibuprofen, but it doesn't seem to help much. is that right
86	ok, changing tack. tell me about your problems with urination.
116	sure. is your back pain worse at certain times during the day
13	hello, how are you today
0	what brings you in today
151	i'm going to ask some more personal questions is that ok
45	what activites do you do
74	do you have any reactions
22	does your back hurt all the time
5	how about better
89	how long have you had this back pain
19	great i will ask you some detailed questions about your back pain.
98	do you have grandparents
139	do you have any numbness or tingling with the pain
159	that sounds very strenuous. have you been able to get any rest since the pain started
31	have you ever had surgery
24	okay on a scale from 1-10 can you rate your pain
334	does it hurt when you stand up
5	have you tried anything to help it
186	how often and how much do you take
180	can you point to i
49	do you do any drugs recreationally
3	is there anything that makes it worse
45	that's cool! do you work on cars in your free time too
4	that's great. what do you do for a living
293	have you felt depressed recently
29	okay. is it okay if we move on to your past medical history now
47	how often would you say you exercise
24	oh no, that sounds very difficult. on a scale of 1 to 10 how would you rate the pain
22	does it ever get better or worse
4	what do you do for work
52	are you sexually active
6	what other medications do you take
23	yeah, taking a lot of ibuprofen isn't ideal. we'll do our best to make your pain go away!
3	does anything make it hurt more
119	how would you describe your diet
2	when did this pain start
73	have you ever been injured before
75	does your family have any issues
2	when did the back pain start
24	on a scale from 1 to 10 with 10 being the worst pain imaginable, how would you rate your pain
350	you have frequent urination
52	what is your sex life like
180	can you ponit to it
91	are you married
166	what have you been doing to manage the pain
168	so, describe your frequent urination please
116	is the pain worse after a day of work or upon getting up after sleeping
48	do you drink alcohol
2	so your pain started about 4-5 days ago.
270	did you have trouble finding the place
42	do you live alone
183	is it deep or at the surface
102	how did the back pain happen
10	can you describe the type of pain
202	are you in a relationship
76	are your parents still alive
110	how is your life at home
328	does anything make it worse
21	does it hurt anywhere else
2	sure. when did the pain start
138	have you had pain like this before
101	who are you
50	and you don't smoke
172	when did the frequent urination start
0	please tell me what brings you in today
8	is there anything else that is bothering you today
8	okay is there anything else that is bothering you today
48	haha, good. do you drink alcohol
20	going to ask a few questions about your family
228	are you worried about that
4	do you own your own business
50	do you use any tabacco product
69	in what ways does the back pain prohibit you from performing your job
34	are you taking any medications
136	have you tried ice
310	do you run
83	what are you most worried about
4	what do you do for work
230	i'm just going to ask you some questions about your family members and their health.
175	okay, so you have told some friends about this. do you have anyone else that you confide in
22	does it come and go, or is it constant
14	good afternoon mr. wilkins.
9	have you had any other past medical issues besides the back pain
274	have you ever had any issues like this in the past
5	have you done anything to help the pain
89	how long have you noticed the backpain
257	do you drink caffiene
68	how often and what dosage are you taking the ibuprofin
40	ok. how are you parents doing?are they healthy
3	what makes the pain worse
174	what are your goals for treatment
9	have your parents ever had any back pain
74	are you allergic to anything
66	i see. and how is that affecting you
193	are you religious
78	do you have any children
11	could you tell me a little more about the radiation of your pain
66	how is this back pain affecting your life
60	tell me more about your back pain.
324	what about weakness in your extremities
120	do you fell dehydrated
8	okay.  anything else you'd like to cover
24	can you rate the pain on a scale of 1-10
66	how is your back pain affecting your life
6	anything else
31	have you had any surgeries or visits to the emergency room
151	perfect
4	what is your occupation
24	how would you rate your pain
10	could you describe your pain
19	great
4	are you working
78	do you have children
73	have you had any serious injuries in the past
44	are you currently working
66	you mentioned having trouble bending over to tie your shoes. how else has this pain been effecting you
202	are you in a relationship
50	ok, do you smoke
35	are you prescribed any medications
110	first, how is your home life
20	okay yeah i see how that could effect your job. so now i'm going to ask a couple questions about your history
73	any history of back pain or injury
158	has it affected you in other ways
75	did your grandparents have any diseases like cancer or heart problems or diabetes
151	i will consult with your lead physician and we will do our best to get you back to work and feeling better! okay
48	do you drink
34	are you on any medications
176	heart disease or cancer
10	can you describe the pain
8	great, i have about 15 minutes to discuss your back pain with you today. is there anything else you would like to get out of this appointment or any other concerns you are having
5	is there anything that relieves your pain
4	what do you do for a living, if you don't mind me asking
49	do you use any illegal drugs
277	afterwards, i'll be presenting to the attending doctor and we'll come up with a plan to best help you.
94	do you use protection
52	are you sexually active
19	ok, great
72	thank you
37	can you tell me a bit about your general health
52	understandable. i know that you are not in a relationship but have you been seeing anyone or are you sexually active
14	hello mr wilkins
40	any chronic conditions in your parents
193	do you practice a religion
25	i'm sorry to hear that. has that stressed you out a little bit
95	when you do choose to have sex, do you have sex with men, women, or both
1	how about the location
11	does the pain radiate
66	ok. how has this affected your life
45	what do you like to do in your free time
86	ok mr. wilkins, can you tell me more about your frequent urination
35	no prescription drugs
4	what is your job
121	ok, we will move on to the physcial exam now. anything more you want me to know before we move on
8	ok, thank you for sharing with me. do you have any other concerns
78	that great. do you have kids
40	okay. how is the health of your parents
6	taking any other medications
289	has the intensity of the pain changed over time
30	have you ever had back problems before
67	okay. how often do you take the ibuprofen
188	does your dad smoke
75	can you tell me any health problems your grandparents had
215	any chest pain
22	has the pain changed over time
5	have you tried anything else to relieve your pain
341	can you sit down
34	do you take any medications
174	i'm sorry to hear that you've been missing work because of this. can you tell me what your goals are for treatment
138	have you had pain like this in the past
73	ok any other  previous injuries
228	don't worry, i'll be sure to take the time to address all of your concerns.
174	what would you like to get done today
183	okay, back to your back pain. is it dep or superficial
22	can you tell me about your pain from the moment you moved your friends couch to now
117	how often do you urinate
4	do you walk to work
71	do you take any vitamins or herbal supplements
54	i will be talking with the doctor about your back pain and she will be in shortly to help you find a way to feel better again
50	do you smoke
282	that's good. have you needed to change any routines
47	do you get physical exercise
1	where does your back hurt
8	do you have any other health concerns
13	how does the back pain make you feel
78	any children
89	how long has this been going on
34	ok, and what medications do you take
0	what are your concerns
54	ok great mr. wilkins. i will take down this information and go talk to the doctore
151	ok
33	do you know what immunizations you've had
77	do you have any siblings
48	do you drink alcohol
49	have you ever taken illegal medications
10	could you tell me more about the pain
66	how is this pain affecting your life
55	what is your name and date of birth
33	have you had all your shots
48	do you drink or smoke
21	you don't have any back pain
192	how is your vision
45	what do you like to do outside of work
128	are they prescription
40	did your parents have any medical conditions
173	how old are you
8	is there anything else you'd like to talk about today
295	and since then how has teh pain changed
85	ok i will be back after i consult with my attending.
166	what have you done that might have hurt it
61	can you describe the severity of your pain
32	thank you for that information. can you tell me if you've ever been hospitalized
5	has anything helped it so far
163	alright, thank you. let me repeat what i've heard back to you to make sure we are on the same page.
179	ok. if it is okay with you, we will spend the next 15 minutes or so discussing your back and frequent urination.
9	so no other complaints beside the back
90	nice to meet you as well. i hear that you are having back pain
50	do you smoke
34	great. do you take any medications
0	hello mr. wilkins. my name is student doctor lindsay mlynarek. what brings you in today
60	tell me more about this back pain of yours.
66	please tell me more about how this back pain affects you.
176	any past medical conditions
31	have you had any past surgeries
73	have you had any injuries, accidents, or psychological problems
2	when did this pain begin
4	are you busy with work
14	hi mr. wilkins
74	what are your allergies
31	have you had any surgeries
47	could you tell me about your exercise
66	how has your pain affected you emotionally
10	can you describe the pain
8	can you think of other symptoms you may have noticed
4	what do you do for work
0	i can tell this is really concerning you and we're going to get to the bottom of this
91	are you married
37	would you say you are in good health
97	have you had any diseases in the past
176	have you ever had cancer
62	have you been working
163	oh that sounds quite bothersome. let's see what we can do.
94	do you use condoms
229	has it gotten any better
39	have you been diagnosed with any medical conditions
219	any history of smoking or drug use
10	can you describe the pain to me
51	besides your back, are you pretty happy
187	have you injured your back previously
66	okay, im sorry to hear that. how is impacting you
158	does this interfre with your life
196	did you hurt it lifting something heavy then as well
226	are your grandparents still alive
249	does the pain worsen at night
110	what is your home life like
145	what types of healthy foods do you try to eat
167	well, i'd love to hear a list of things that you'd like to talk about.
60	tell me more about your back pain.
46	do you have any hobbies
190	do you have a support system
74	do you have any allergies
102	what started your back pain
150	ibuprofen helps a bit, but not too much
160	you take ibuprofen for the back pain
94	what kind of protection do you use
13	hello mr. wilkins. how are you feeling today
3	ok.  is there anything that makes the pain worse
31	have you had any surgeries
91	are you married
352	have you noticed any discharge from your penis
34	are you on any medications
4	i'm sorry, that must be really difficult. what do you do for work
84	do you have any other concerns
121	can i look at your back
74	do you have any allergies
201	and your parents, do they have anything they take medications for
17	oh that must be really hard! i know back pain is not fun
19	well, its good you are trying to help!
202	are you currently in a relationship
186	how much are you taking at a time
57	where do you work
20	ok, we are going to shift gears now, and i am going to ask you some questions about about your pain
48	do you drink
63	i bet your back pain is making that difficult for you
288	what is your educational background
86	tell me more
32	have you ever been in the hospital
66	how is the pain affecting your life and emotions, since you haven't been able to work
1	where is the pain
139	have you noticed anything else different since your pain started? anyunusual sensations or feelings
3	is there anything that makes your pain better or worse
194	i understand back pain like that must be really difficult to complete your job
151	so now i want to take about your past medical and family history, is that okay
10	okay. thank. would you mind telling me about your back painn
226	are your grandparents still alive
233	any days where you feel really sad and don't want to do much
1	where is the pain located
172	when did you start feeling symptoms about your urination
245	do you play any sports
2	when did you notice the pain
24	on a scale of 1-10, how would you rate the pain
30	have you had any problems like this in the past
24	how would you rate your pain on a scale of 1 to 10
194	i definitely understand that
50	ok jim, do you smoke
268	how often does it hurt
186	how much do you take and how often
296	have you seen a physical therapist
91	have you ever been married in the past
74	seasonal allergies? medication allergies
6	are you on any other medications
89	how long has this been going on
0	what brings you in today
142	ok do you have any chronic health issues
217	any bloating or pain in your abdomen
209	do you own a gun
158	does it interfere with your life
49	do you use any other drugs
32	do you have any previous hospitalizations
10	ok, can you tell me more about the pain
66	how has this been affecting your life
183	does it hurt more on one side than the other
23	unfortunately, we do have a limited amount of time today and i'd like to make sure we address everything.
2	how long ago did the pain start
10	could you describe the pain
178	have you ever had an sti
8	is there anything els that you've noticed
10	ok.  what does the pain feel like
95	are you attracted to women
91	are you married
14	hello
31	alright, how about surgeries
38	i'm sorry to hear that
37	how is your emotional health
76	are your parents living
226	are your grandparents still with us? how old are they
38	wow, i am really sorry to hear it has been affecting you so much
52	are you sexually active
39	do you have any medical problems that you're aware of
22	has it changed at all
312	has there been any history of disease in your relatives, including your grandparents, parents, children
55	what is your name and date of birth
6	any other medication
66	how has this back pain been affecting you
52	have you had sexual partners in the past
0	what would you like me to help you with today
107	okay. you are generally healthy, have never been hospitalized, and only take ciburpofen for your back pain. is that correct
89	how long has this back pain been going
166	what were you taking/
5	does anything help with the pain
336	how many hours a day do you sleep
166	what have you tried to allieviate the pain
111	do you enjoy your work
45	any leisure activites
184	i agree. you sound frustrated.
29	what is your past medical history
103	and can you tell me what you were doing when it started
178	have you ever had an sti
52	are you sexually active
199	what other medications have you taken
62	i understand how this can interefere with your work.
47	do you exercise
66	how has that been affecting you
115	has it affected other parts of your body
10	what kind of pain is it
76	are your parents alive
144	are you active
58	alright, how about work? you said you work on cars, can you tell me more about work
31	have you had any recent surgeries
81	who do you live with
48	do you drink alcohol
60	i'm sorry to hear you've been having pain. could you tell me more about it
151	now i am going to ask a couple of more personal questions that we ask everyone to get a better picture of their health and risks. is that okay
24	on a scale of 1-10, 1 being barely any pain and 10 being the worst pain you can imagine, how would you describe this pain
76	are your parents living
40	do your parents have health problems
68	what dosage of ibuprofen
6	no other medications
302	has anyone else in your family been experiencing these kinds of symptoms
13	hi mr. wilkins, how are you
174	is there anything else you want to discuss today
10	great. can you tell me about your back pain
2	so when did your back pain begin
47	how often would you say you jog or walk
45	what do you do for fun in your spair time
31	have you had any surgeries
1	could you tell me exactly where to pain is
74	allergic reactions
322	does working make your back pain worse
106	ok, and have you had the chance to rest your back while at work
13	hello mr. wilkins, how are you today
10	tell me about your back pain
48	do you drink alcohol
22	is your back pain constant
281	anyhting make it baeter
47	do you exercise
156	okay. i will ask you a few questions about your back pain and urination.
6	any other medications>
86	tell me more about your need to urinate more frequently
54	okay welll i think i have enough information. i'll go talk to the doctor and see what we can do for you!
327	did it start gradually
24	on a scale of 1 to 10 how bad is the pain
150	how has the ibuprofen worked for you
37	how is your overall health
81	who do you live with
75	has someone in your family used drugs
18	first, is there anything else you would like to address today
72	okay thank you.
52	are you sexually active
2	when did it start
31	any history of back surgery
260	how long have you been taking these medications
31	any past medical surgeries
8	so you have tried to alleviate it. does anything else relieve the pain, stretchin, etc
172	when did the frequent urination begin
98	and your grandparents
107	okay, so you are experiencing some lower back pain after lifting heavy items with one of your friends. you have been taking ibuprofen but it doesnt seem to help that much.
3	what makes the pain hurt the most
75	does your family have any preexisting illnesses
75	any family illnesses
3	have you noticed anything that aggravates the pain
156	okay, thank you for talking to me today. i will share your information with your doctors so we can try to address your pain and concerns with urination.
30	have you had any problems like this before
268	how often do you experience the pain
200	is this the first time this happened
5	did you try anything else to ease the pain
102	did something in particular happen before the pain
76	are your parents still with you
22	is hte pain constant
178	have you ever had an sti
50	do you smoke
60	i'm sorry to hear that. can you tell me more about it
83	which concern is most important to you right now
346	how much aspirin were you taking
11	does the pain go anywhere
54	thank you for your time, i'm going to go talk to the doctor and we'll be back son
3	what makes the pain worse
0	okay, great. what brings you to the doctor today
74	do you have any allergies
69	does the pain prevent you from working
15	hello mr. smitth, my name is nick farrar and i am a first year medical student on dr. taj's healthcare team.
60	i'm sorry to hear that- it sounds like the pain has really been affecting you. tell me more about the back pain.
34	are you currently on any medications
24	on a scale of one to ten how severe is your pain
81	do you live with anyone
182	can you tell me more about your mood
2	how long ago did the pain start
11	does the pain spread anywhere else
75	what conditions do members of your family have
118	how has your sleep been
78	do you have any children
28	does it bother you at specific locations or times
46	do you have any hobbies or activities you like outside of work
63	so ibuprofen helps but resting doesn't do much. is there anything that makes it worse
20	can i ask you some questions to get to know you better as a person
10	and what does the pain feel like
196	did you injur your back
74	are you allergic to anything
184	that must be frustrating.
74	how about allergies? have you ever suffered from any
237	does it worsen when you sit, stand or ben
31	any surgeries
76	and your parents. are they still alive
1	where in the back
73	have you ever had any accidents
115	do you think it is affecting any other parts of your body
287	how has your mood been
2	when did you first notice the pain
228	what are you most worried about
39	do you have any other medical conditions
3	have you noticed anything that makes your back feel worse
78	do you have any children
163	i'm so sorry to hear that. let's see what we can do to get you feeling better so you can
34	are you currently taking any medications
225	do you take any over the counter medications
76	are your parents still living
91	are you married
14	hello mr. wilkins
83	i'm sorry to hear that, we'll try to get to the bottom of this. what worries you most
228	is there anything else you are worried about
84	do you have any other questions for me
38	i'm sorry to hear that.
178	do you have any history of sexually transmitted infections
103	what were you doing when the apin started
40	are your parents healthy
209	do you own a gun
179	so, today we will talk about your back pain and your frequent urination. we have about 15 minutes.
59	how many hours a week do you work
1	where on your back is the pain
62	have you been able to work on your cars since you hurt your back
0	okay jim, what brings you in today
78	do you have any children
45	what do you do for fun
74	do you have any allergies
89	how long has this been going on
228	what are you worried about
119	do you have a balanaced diet
3	have you noticed anything that makes it better or worse
32	have you ever been hospitalized
183	what part of your back are you feeling this pain
2	when was this
48	do you drink
102	what did you do when you felt this sharp pain
45	what do you like to do for fun
40	how is your parents health
10	tell me more about the back pain
172	since when have you not urinated frequently
66	how are you currently coping with this pain
19	ok great.
52	are you currently sexually active
176	did you have any illnesses as a child
86	i can see how that would be difficult with back pain. we will definitely try to help you with this. now i would like to talk to you about your concern about needing to urinate more often. can you tell me more.
76	are they alive
81	who do you live with
50	do you smoke
74	are you allergic to anything
1	can you describe exactly where the pain is
39	do you currently have any other diseases
14	hello mr. smith
5	is there anything you have been doing to mkae your pain better
151	that's good
24	how would you rate your pain>
8	before we begin, are there any other concerns that you have aside from your back pain
0	how long ago were you helping your friend move
39	do you have any other medical condtions
20	ok, so are you comfortable right now? is it ok if i ask you a few questions
152	it sounds like it's taking a real toll on you.
38	i am sorry to hear that
76	are your parents alive
33	are you up to date on your immunizations
12	how painful is it
60	can you tell me more about the pain
98	how are your grandparents
49	do you use drugs
78	do you have any children
48	do you drink alcohol
8	is there anything else you would like to discuess
8	ok. is there anything else
202	is there a special someone in your life right now
49	do you use recreational drugs
139	any numbness or tingling
172	did the frequent urination begin at the same time as the back pain
182	okay, have you noticed any improvements since you started taking prostate medication
50	i see. now i'm going to ask you a few more personal questions. do you smoke
275	so your back pain started when you tried to lift a heavy couch, is that right
167	okay, i am about to ask you some questions that may seem personal but i want you to know that everything we discuss is confidential unless you are a danger to yourself or others. i hope that you can be as honest with me as possibl.
40	what about your parents
20	ok, we are going to switch gears a little bit and i am going to ask some directed questions, is that alright with you
3	does anything make the pain worse
52	have you ever been sexually active
13	hello, mr. wilkins; how are you
24	on a scale of 1-10 how would you rate your pain
223	do you ever feel depressed
40	do your parents have any medical conditions
293	what makes you worried
40	i am sorry to hear that.  did your father or mother have any health issues
119	how is your diet
59	how much do you work
5	have you tried anything to make it feel better
10	could you describe your back pain in more detail
74	any medications or allergies
60	i'm sorry to hear that your back pain has been so painful. tell me more about tut your back pain.
22	has it been constant or or and off
20	okay. now im just going to ask a few questions about your lifestyle and habits.
172	when did the urination problem start
186	how much ibuprofen are you taking
45	what do you like to do for fun
49	have you ever used any other recreational drugs
24	how would you rate the pain on a scale of 1-10
76	are your parents living
73	have you had any injuries
10	how would you describe the pain
109	do you have history of chronic illness- diabetes, hypertension
11	does the pain radiate anywhere else
72	okay, thank you for speaking with me
45	what do you like to do in your free time
40	so how about you family history. any of your parents have chronic illnessses
167	okay, thank you for coming to see us today. i have some other questions about your medical history if yo dont mind
10	can you describe the pain for me
8	that sounds rough. before we get to your back pain is there anything else you would like to talk about today
4	do you work
60	ok, tell me more
13	how are you
229	has the pain gotten any worse
78	do you have any children
344	how many pregnancies have you had
122	can you urinate
87	tell me a littel about your family
32	have you had any past hospitalizations
45	do you do anything for fun
11	does the pain radiate
21	do you notice anything accompanying the pain
34	are you currently taking any mediciations
95	are your sexual partners male or female
145	how many meals do you eat per day
53	do you feel safe at home
26	ok, you said that ibuprofen makes it better, is there anything else that makes it better
145	what do you normally eat
50	now i am going to ask you some questions about your social history.  they may seem unrelated, but these questions give me a better picture of your life and habits.  do you use any tobacco products
94	when you have sexual intercourse, are you safe
178	have you ever had an sti
74	do you have any allergies
60	can you tell me more
29	i need to ask you a few question about your past medical history
4	what is your job
148	have you missed work
202	are you in a relationship currently
105	how much lifting do you do
84	any other health concerns in your family
192	how is your mood generally
167	thank you. i will now ask about family history
18	ok great. is there anything you would like to add
69	does your back pain interfere with your work
152	that sounds like a great activity.
71	do you take any herbal medications
98	how are your grandparents
32	have you ever been in the hospital
48	thats great. do you drink alcohol
50	do you smoke
221	what is your date of birth
145	what kinds of foods do you eat
22	has it been a constant pain
37	how would you describe your general health
37	how is your health overall
15	hello mr. wilkins, my name is jamie, i'm a medical student here working with dr. asteriou.
8	is there anything else you want to talk about today
235	that sounds unfortunate. what do you feel pain now
86	lets talk about your concern with urinating
27	what do you think caused the backpain
50	do you smoke
4	what is your job
14	hi mr. wilkins
61	how bad is the pain
156	alright well we'll talk about your increased need to urinate but first id like to adress you back pain
18	great. is there anything else you'd like me to know about your medical history
190	do you have any friends
3	does anything make your back pain worse/
30	have you ever had similiar back pain before
31	any surgeries or procedures
0	what brings you in today
30	have you had a similar pain before
5	is there anything that makes it better
32	any recent hospitilizations
92	how long have you been a mechanic
261	are you close with your parents
30	have you ever had lower back pain before
49	okay, do you take any drugs that are not prescribed to you
89	how long have you been experiencing back pain
142	do you have any chronic illnesses
49	do you use illegal drugs or prescription drugs that have not been prescribed to you
8	is there anything else you would like to talk about today
71	do you take any vitamins or herbal supplements
316	when is the last time you saw a doctor
27	okay, did something happen to set off the pain
11	does the pain travel anywhere else ever
102	i see. how did it start
71	do you take any supplements
117	how many times a day are you urinating
69	this has really been affecting your work
230	okay, can i ask you about your family
8	any other symptoms
53	do you feel safe
19	great!
156	is there pain when you urinate
9	do you wish to discuss anything other than your back pain today
119	what is your diet like
49	any marijuana use
115	is it only in your back
49	do you do any drugs
60	could you tell me more about the pain specifically
29	okay, well we will get to the bottom of this! i just need to ask a couple of questions about your past medical history.
91	are you married
75	do any diseases run in your family
75	is your family healthy
3	can you tell me what makes the pain worse
32	have you been hospitalized before
82	are you dating
3	is there anything that makes the pain worse
75	what diseases run in your family that you know of
312	do you have any living relatives
32	any hospitalizations
5	is there anything that makes it feel better or worse
186	how much ibuprofen do you take
77	any brothers or sisters
64	are you comfortable
8	are you having any other issues
306	do you know ages or causes of death of your grandparents
5	does anything make your back feel better
2	when did this happen
70	no diabetes, heart disease, or cancer
97	thank you.  do you have any diseases or chronic illness now or in the past
4	what work do you do
23	you said that ibuprofen helps with the pain, correct
50	do you smoke
157	yes your job seems very strenuos
102	and how did it start
110	how are things at home
105	do you lift heavy objects for your job
208	how did they die
226	are your grandparents still alive
34	any medications
8	did you want to talk about anything else before talking about your back
111	do you like your job
73	have you ever had any injuries
23	thank you.  my questions are going to change now to be more specific so we can help get to the bottom of this
22	does it hurt all of the time? or only when you bend down
1	can you point to where the pain is
183	what part of your back hurts
4	what kind of work do you do
24	how would you rate the pain
202	are you in a relationship
13	hello mr. wilkins. how are you doing
18	is there anything else you want to add to that
75	what diseases run in your family
24	on a scale of 1-10, with one being no pain and 10 being the worst pain you've experienced, how would you rate your pain
40	is your mother healthy
343	what have you ben taking saw pelimento for
74	have you ever had any allergic reactions
162	do either of your parents suffer from back pain
60	tell me more.
264	do you practice safe sex
148	have you had to take many days off work because of your pain
60	tell me more about this back pain of yours
8	anywhere else
84	do you have any other questions for me
5	okay.  have you tried anything to help alleviate the pain
69	so this back pain has been mostly constant dull aching for about a week, and has been keeping you from work, correct
10	alright and what does the pain feel like
40	how is your moms health
270	ok, i'll go present this to the doctor, and hopefully we'll be able to find a solution.
35	do you have any prescription medications
106	have you been able to rest since you have not been working
22	oh no, and the pain has been present ever since
49	do you use any recreational drugs
48	have you ever consumed alcohol
5	does anything make the pain better
